compound_id,smiles_raw,iupac_name,lcms_text,provenance_file,provenance_sheet,provenance_row,flag_asterisk
Example 699,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCCC3C#N)=C/C2=C1,2-amino-N-(2-cyanocyclopentyl)-3- methyl-N-[ [5-(trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,454.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,515,nan
Example 700,CC1=C(N)N=C2/N=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCCC3C#N)=C/C2=C1,"7-amino-N-(2-cyanocyclopentyl)-6- methyl-N-[ [5-(trifluoromethy 1)-2- pyridyl]methy 1] -1,8-naphthyridine-3 - carboxamide",455.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,516,nan
Example 701,CC1=C(N)N=C2/C=N\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCCC3C#N)=C/C2=C1,"2-amino-N-(2-cyanocyclopentyl)-3- methyl-N-[ [5-(trifluoromethy 1)-2- pyridyl]methy 1] -1,7-naphthyridine-6- carboxamide",455.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,517,nan
Example 702,CC1=C(N)N=C2/C=C(F)\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCCC3C#N)=C/C2=C1,2-amino-N-(2-cyanocyclopentyl)-7- fluoro-3 -methy 1-N - [ [5 - (trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,472.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,518,nan
Example 703,CC1=C(N)N=C2/C=C(F)\C(C(=O)N(CC3=CC=C(C#N)C=N3)C3CCCC3C#N)=C/C2=C1,2-amino-N-(2-cyanocyclopentyl)-N-[(5 -cy ano-2-pyridyl)methyl] -7-fluoro-3-methyl-quinoline-6-carboxamide,429.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,519,nan
Example 704,CO[C@@H]1COCC[C@H]1N(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,"2-amino-N-[(3S,4R)-3- methoxy tetrahy dropyran-4-y 1] -3 - methyl-N-[ [5-(trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide",475.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,520,nan
Example 705,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CC3C3CC3)=C/C2=C1,2-amino-N-(2- cyclopropylcyclopropyl)-3-methyl-N- [ [5 -(trifluoromethyl) -2- pyridyl]methyl] quinoline-6- carboxamide,441.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,521,nan
Example 706,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CC3(C)C)=C/C2=C1,"2-amino-N-(2,2- dimethylcyclopropyl)-3-methyl-N- [ [ 5 -(trifluoromethyl) -2- pyridyl]methyl] quinoline-6- carboxamide",429.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,522,nan
Example 708,CC1=CSC(CN(CC2=CC=C(C(F)(F)F)C=N2)C(=O)C2=C\C=C3\N=C(N)C(C)=C\C3=C\2)=N1,2- amino-3-methyl-N- [(4-methylthiazol-2-yl)methyl] -N- [ [5- (trifluoromethyl)-2-pyridyl]methyl]quinoline-6-carboxamide,472.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,529,nan
Example 709,CC1=C2/C=C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=NN(C)C=C3)\C=C/C2=NC(N)=C1,2-amino-4-methyl-N-[(l-methylpyrazol-3 -y l)methy 1] -N-[ [5 -(trifluoromethyl) -2-pyridyl] methyl] quinoline-6-carboxamide,455.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,530,nan
Example 710,CC1=C2\C=C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=NN(C)C=N3)C=C\C2=N\C(N)=C\1,"2-amino-4-methyl-N-[(l-methyl- 1,2,4-triazol-3-yl)methyl] -N- [[5 - (trifluoromethy 1)-2- pyridyl] methyl] quinoline-6- carboxamide",456.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,531,nan
Example 711,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=CC=C3F)C/C3=C/NC4=C3N=CC=C4)=C/C2=C1,"2-amino-N-[(2- fluoropheny l)methy 1] -3 -methyl- N-( 1 H-py rrolo [3,2-b]py ridin-3 - ylmethyl)quinoline-6- carboxamide",440.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,532,nan
Example 728,CC1=C(N)/N=C2\C=CC(C(=O)N(CC3=CC=C(C#N)N=N3)[C@H](C)C3=C(F)C=CC=N3)=C\C2=C\1,2-amino-N-((6-cyano-3-pyridazinyl)methyl)- N-((l R)-1 -(3 -fluoro-2-pyridinyl)ethy 1)-3 - methyl-6-quinolinecarboxamide,442.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,145,nan
Example 729,nan,2-amino-3-bromo-N-((6-ethoxy-3- pyridazinyl)methyl)-N-((lR)-l-(2- pyrimidinyl)ethyl)-6-quinolinecarboxamide,"508.1, 510.0",data/bronze/artifacts/2021_raw.xlsx,Example 300~840,146,nan
Example 730,nan,"7-amino-6-bromo-N-((lR)-l-(3-fluoro-2- pyridinyl)ethyl)-N-((6-(4-morpholinyl)-3- py ridaziny l)methy 1) -1,8 -naphthy ridine -3 - carboxamide","566.9, 568.8",data/bronze/artifacts/2021_raw.xlsx,Example 300~840,147,nan
Example 731,nan,2-amino-7-fluoro-3-methyl-N-((6-(4- morpholiny 1) -3 -py ridaziny l)methy 1) -N-(( 1R)- 1 -(2 -pyrimidinyl)ethy 1)-6- quinolinecarboxamide,503.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,148,nan
Example 732,nan,2-amino-3-bromo-N-((lS)-l-cyclopropyl-2- methoxyethyl)-N-((6-(4-morpholiny 1)-3- pyridazinyl)methyl)-6-qumolinecarboxamide,"541.1, 543.3",data/bronze/artifacts/2021_raw.xlsx,Example 300~840,149,nan
Example 733,COC[C@@H](C)N(CC1=NC=C(C#N)C=C1)C(=O)C1=C/C2=CC(Br)=C(N)N=C2/C=C\1,2-amino-3-bromo-N-((5-cyano-2- pyridinyl)methy 1)-N-((2R)-1 -methoxy-2- propanyl)-6-quinolinecarboxamide,"454.1, 456.1",data/bronze/artifacts/2021_raw.xlsx,Example 300~840,150,nan
Example 734,CC1=C(N)N=C2/C=C\C(C(=O)N(CCOC(F)(F)F)CC3=NC=C(C(F)(F)F)C=C3)=C/C2=C1,2-amino-3-methyl-N-(2- (trifluoromethoxy )ethy 1) -N- ((5 - (trifluoromethyl)-2-pyridinyl)methy 1)-6- quinolinecarboxamide,473.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,151,nan
Example 735,COC1=CC=C(CN(C(=O)C2=C/C3=CC(Br)=C(N)N=C3/N=C\2)[C@H](C)C2=C(F)C=CC=N2)N=N1,"7-amino-6-bromo-N-(( 1R) -1-(3-fluoro-2- py ridiny 1) ethy 1) -N- ((6 -methoxy -3 - py ridaziny l)methy 1) -1,8-naphthy ridine -3 - carboxamide","512.2, 514.1",data/bronze/artifacts/2021_raw.xlsx,Example 300~840,152,nan
Example 736,COC1=CC=C(CN(C(=O)C2=C/C3=CC(Br)=C(N)N=C3/C=C\2)[C@H](C)C2=C(F)C=CC=N2)N=N1,2 -amino -3 -bromo -N-(( 1R) -1 -(3 -fluoro -2- py ridiny 1) ethy 1) -N- ((6 -methoxy -3 - pyridazinyl)methyl)-6-quinolinecarboxamide,"511.1, 513.0",data/bronze/artifacts/2021_raw.xlsx,Example 300~840,153,nan
Example 737,NC1=C(Br)C=C2/C=C(C(=O)N(CC3=CC=C(C(F)(F)F)N=N3)CC3=C(F)C=CC=N3)\C=C/C2=N1,2 -amino -3 -bromo -N-(( 1R) -1 -(3 -fluoro -2 - pyridinyl)ethyl)-N-((6-(trifluoromethyl)-3- pyridazinyl)methyl)-6-quinolinecarboxamide,"549.0, 551.0",data/bronze/artifacts/2021_raw.xlsx,Example 300~840,154,nan
Example 738,N#CC1=CC=C(CN(C(=O)C2=C/C3=CC(Br)=C(N)N=C3/C=C\2)[C@@H](C2=NC=CC=N2)C2CC2)N=C1,2-amino-3-bromo-N-((5-cyano-2- pyridinyl)methyl)-N-((R)-cyclopropyl(2- pyrimidinyl)methyl)-6-quinolinecarboxamide,"514.1, 516",data/bronze/artifacts/2021_raw.xlsx,Example 300~840,155,nan
Example 739,C[C@H](C1=C(F)C=CC=N1)N(CC1=CC=C(Br)N=N1)C(=O)C1=C/C2=CC(Cl)=C(N)N=C2/C=C\1,2-amino-N-((6-bromo-3-pyridazinyl)methyl)- 3 -chloro-N-((1 R)-1-(3 -fluoro-2- pyridinyl)ethyl)-6-quinolinecarboxamide,"515.0, 517.0",data/bronze/artifacts/2021_raw.xlsx,Example 300~840,156,nan
Example 740,C[C@H](C1=NC=CC=N1)N(CC1=CC=C(Br)N=N1)C(=O)C1=C\C=C2\N=C(N)C(Br)=C\C2=C\1,(R) -2-amino-3 -bromo-N-((6-bromopy ridazin- 3-yl)methyl)-N-(l-(pyrimidin-2- yl)ethyl)quinoline-6-carboxamide,544,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,157,nan
Example 741,CC1=CC2=C/C(C(=O)N(CC3=N\C=C4\OCCC\C4=C\3)C(C)C3=NC=CC=N3)=C\C=C\2N=C1N,"2-amino-N-((3,4-dihydro-2H-pyrano[2,3- c]pyridin-6-yl)methyl)-3-methyl-N-(l- (pyrimidin-2-yl)ethyl)quinoline-6- carboxamide",455.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,158,nan
Example 742,CC1=CC2=C/C(C(=O)N(CC3=CC=C(OC(F)F)N=N3)C(C)C3=NC=CC=N3)=C\C=C\2N=C1N,2-amino-N-((6-(difluoromethoxy)pyridazin-3- y l)methy 1)-3 -methyl-N-(1 -(pyrimidin-2- yl)ethyl)quinoline-6-carboxamide,466.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,159,nan
Example 743,CC1=C(Br)C(N)=N/C2=N/C=C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@H](C)C3=NC=CC=N3)/C=C\12,"(R) -7-amino-6-bromo-5 -methyl-N-(1- (pyrimidin-2-yl)ethyl)-N-((5- (trifluoromethy l)py ridin-2 -y l)me thy 1) -1,8 - naphthyridine-3 -carboxamide",546.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,160,nan
Example 744,CC1=C(Br)C(N)=N/C2=N/C=C(C(=O)N(CC3=CC=C(C#N)C=N3)[C@H](C)C3=NC=CC=N3)\C=C\12,"(R) -7-amino-6-bromo-N-((5 -cy anopyridin-2- y l)methy 1)-5 -methyl-N-(1 -(pyrimidin-2- y l)ethy 1)-1,8-naphthyridine-3 -carboxamide",503.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,161,nan
Example 745,C[C@H](C1=NC=CC=N1)N(CC1=NC=C(C#N)C(Cl)=C1)C(=O)C1=C/C=C2/N=C(N)C(Br)=C/C2=C\1,(R) -2-amino-3 -bromo-N-((4-chloro-5 - cyanopyridin-2-yl)methyl)-N-(l-(pyrimidin-2- yl)ethyl)quinoline-6-carboxamide,522,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,162,nan
Example 746,nan,(R)-2-amino-3-bromo-N-((6- (difluoromethoxy)py ridazin-3 -y l)methy 1) -N - (1 -(pyrimidin-2-y l)ethy l)quinoline-6- carboxamide,530,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,163,nan
Example 747,CC1=C/C2=CC(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3CCOC[C@H]3F)=CC=C2/N=C\1N,"2-amino-N-((3R,4S)-3-fluorotetrahydro-2H- pyran-4-yl)-3-methyl-N-((5-(trifluoromethyl)- 2-pyridinyl)methyl)-6- quinolinecarboxamide and 2-amino-N- ((3S,4R)-3-fluorotetrahydro-2H-pyran-4-yl)- 3-methyl-N-((5-(trifluoromethyl)-2- pyridinyl)methyl)-6-quinolinecarboxamide",505.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,164,nan
Example 748,CO[C@@H]1COCC[C@H]1N(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=CC=C2/N=C(N)\C(C)=C/C2=C1,"2-amino-N-((3R,4S)-3-methoxytetrahydro- 2H-pyran-4-yl)-3-methyl-N-((5- (trifluoromethyl)-2-pyridinyl)methy 1)-6- quinolinecarboxamide and 2-amino-N- ((3 S,4R)-3 -methoxy tetrahy dro-2H-pyran-4- y 1) -3 -methy 1-N -((5- (trifluoromethy 1)-2- pyridinyl)methyl)-6-quinolinecarboxamide",475,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,165,nan
Example 749,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3COCC[C@H]3F)=C\C=C\2N=C1N,"2-amino-N-((3R,4R)-4-fluorotetrahydro-2H- pyran-3 -y 1) -3 -methy 1-N-((5 -(trifluoromethy 1)- 2-pyridinyl)methyl)-6-quinolinecarboxamide and 2-amino-N-((3S,4S)-4-fluorotetrahydro- 2H-pyran-3-yl)-3-methyl-N-((5- (trifluoromethyl)-2-pyridinyl)methy 1)-6- quinolinecarboxamide",463.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,166,nan
Example 750,CC1=CC2=C\C(C(=O)N(CC3=CC=C(N=O)C(C)=N3)[C@H](C)C3=NC=CC=N3)=C/C=C\2N=C1N,2-amino-N-((5-cyano-6-methyl-2- pyridiny l)methy 1) -3 -methy l-N-(( 1R)-1 -(2- pyrimidinyl)ethyl)-6-quinolinecarboxamide,438.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,167,nan
Example 751,nan,"2 -amino - N-((lR,2R)-2-methoxy-2,3 -dihy dro- 1 H-inden-1 -y 1)-3 -methy 1-N-((5- (trifluoromethyl)-2-pyridinyl)methy 1)-6- quinolinecarboxamide",507.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,168,nan
Example 752,nan,"2-amino-N-((l S,2S)-2 -methoxy -2,3-dihydro- 1 H-inden-1 -y 1)-3 -methy 1-N-((5- (trifluoromethyl)-2-pyridinyl)methy 1)-6- quinolinecarboxamide",507.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,169,nan
Example 753,nan,"2-amino-N-((l S,2S)-2 -methoxy -2,3-dihydro- 1 H-inden-1 -y 1)-3 -methy 1-N-((5- (trifluoromethyl)-2-pyridinyl)methy 1)-6- quinolinecarboxamide",433.3,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,170,nan
Example 754,nan,N-((5-acetyl-2-pyridinyl)methyl)-2-amino-3- methyl-N-((lR)-l-(2-pyrimidinyl)ethy 1)-6- quinolinecarboxamide,441.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,171,nan
Example 755,COC1=CC=C(CN(C(=O)C2=C/C3=CC(Br)=C(N)N=C3/C=C\2)[C@H](C)C2=NN(C)C=C2)N=N1,"(R)-2-amino-3-bromo-N-((6- methoxypyridazin-3 -y l)methy 1)-N-(1 -(1 - methy 1-1H-1,2,4-triazol-3-y l)ethyl)quinoline- 6-carboxamide",497/499,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,172,nan
Example 756,COC1=CC=C(CN(C(=O)C2=C/C=C3\N=C(N)C(C)=C\C3=C\2)C(C)C2=NN(C)C=N2)N=N1,"2-amino-N-((6-methoxypyridazin-3- yl)methyl)-3-methyl-N-(l-(l-methyl-lH- l,2,4-triazol-3-yl)ethyl)quinoline-6- carboxamide",433,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,173,nan
Example 757,CC1=C(N)N=C2/C=C(F)\C(C(=O)N(CC3=CC=C(Br)N=N3)[C@@H]3CCCN4N=CN=C34)=C/C2=C1,"(R)-2-amino-N-((6-bromopyridazin-3- yl)methyl)-7-fluoro-3-methyl-N-(5,6,7,8- tetrahydro-[ 1,2,4]triazolo [ 1,5 -a]pyridin-8- yl)quinoline-6-carboxamide",511/513,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,174,nan
Example 758,NC1=C(Br)C=C2/C=C(C(=O)N(CC3=CC=C(Br)N=N3)[C@@H]3CCCN4N=CN=C34)\C=C/C2=N1,"(R)-2-amino-3-bromo-N-((6-bromopyridazin- 3-yl)methyl)-N-(5,6,7,8-tetrahydro- [l,2,4]triazolo[l,5-a]pyridin-8-yl)quinoline-6- carboxamide",559,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,175,nan
Example 759,CC[C@H](C1=NC=CC=N1)N(CC1=CC=C(C#N)C=N1)C(=O)C1=C/C2=CC(Br)=C(N)N=C2/C=C\1,(R)-2-amino-3-bromo-N-((5-cyanopyridin-2- y l)methy 1)-N-(1 -(pyrimidin-2- yl)propyl)quinoline-6-carboxamide,502/504,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,176,nan
Example 760,CC[C@H](C1=NC=CC=N1)N(CC1=CC=C(C#N)C=N1)C(=O)C1=C/C2=CC(I)=C(N)N=C2/C=C\1,(R)-2-amino-N-((5-cyanopyridin-2- yl)methyl)-3-iodo-N-(l-(pyrimidin-2- yl)propyl)quinoline-6-carboxamide,550,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,177,nan
Example 761,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C4CC4)N=N3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,(R)-2-amino-N-((6-cyclopropylpyridazin-3- yl)methyl)-3-methyl-N-(l-(pyrimidin-2- y l)ethy 1) quinoline -6-carboxamide,440,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,178,nan
Example 762,C[C@H](C1=NC=CC=N1)N(CC1=CC=C(C2CC2)N=N1)C(=O)C1=C/C2=CC(Br)=C(N)N=C2/C=C\1,(R)-2-amino-3-bromo-N-((6- cyclopropylpyridazin-3-yl)methyl)-N-(l- (pyrimidin-2-yl)ethyl)quinoline-6- carboxamide,504/506,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,179,nan
Example 763,C[C@H](C1=NC=CC=N1)N(CC1=CC=C(C2CC2)N=N1)C(=N)C1=C/C2=CC(I)=C(N)N=C2/C=C\1,(R)-2-amino-N-((6-cyclopropylpyridazin-3- yl)methyl)-3-iodo-N-(l-(pyrimidin-2- y l)ethy 1) quinoline -6-carboxamide,552,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,180,nan
Example 764,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(N4CCOCC4)C=N3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,(R)-2-amino-3-methyl-N-((5- morpholinopyridin-2-yl)methyl)-N-(l- (pyrimidin-2-yl)ethyl)quinoline-6- carboxamide,484,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,181,nan
Example 765,C[C@H](C1=NC=CC=N1)N(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=CC=C2/N=C(N)\C=C/C2=C1,(R)-2-amino-N-(l-(pyrimidin-2-yl)ethyl)-N- ((5-(trifluoromethyl)pyridin-2- yl)methyl)quinoline-6-carboxamide,453.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,182,nan
Example 766,CC(C1=CSC=N1)N(CC1=CC=C(C(F)(F)F)N=N1)C(=O)C1=C/C2=C(N=C(N)C(Br)=C2)/N=C\1,"7-amino-6-bromo-N-(l-(thiazol-4-yl)ethyl)-N- ((6-(trifluoromethyl)pyridazin-3-yl)methyl)- 1,8-naphthy ridine-3 -carboxamide",538/540,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,183,nan
Example 767,C[C@H](C1=NC=CC=N1)N(CC1=NN=C(Br)C=C1)C(=O)C1=C/C2=C(\C=C/1)N=C(N)C(I)=C2,(R)-2-amino-N-((6-bromopyridazin-3- yl)methyl)-3-iodo-N-(l-(pyrimidin-2- y l)ethy 1) quinoline -6-carboxamide,590/592,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,184,nan
Example 768,C[C@H](C1=NC=CC=N1)N(CC1=NC=C(Cl)C=C1)C(=O)C1=C/C2=C(N=C(N)C(I)=C2)/N=C\1,"(R) -7-amino-N-((5 -chloropy ridin-2- yl)methyl)-6-iodo-N-(l-(pyrimidin-2- y l)ethyl)-1,8-naphthyridine-3 -carboxamide",545.9,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,185,nan
Example 769,C[C@H](C1=NC=CC=N1)N(CC1=CC=C(C#N)C(Cl)=N1)C(=O)C1=C/C=C2\N=C(N)C(I)=C\C2=C\1,(R)-2-amino-N-((6-chloro-5-cyanopyridin-2- yl)methyl)-3-iodo-N-(l-(pyrimidin-2- y l)ethy 1) quinoline -6-carboxamide,570,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,186,nan
Example 770,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@H](C)C3=NC=CC=N3)=C(\C)C2=C1,"2-amino-3,5 -dimethy 1-N-((1 R) -1-(2- pyrimidinyl)ethyl)-N-((5-(trifluoromethyl)-2- pyridinyl)methyl)-6-quinolinecarboxamide",480.5,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,187,nan
Example 771,COC[C@@H](C)N(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C(\C)C2=CC(C)=C(N)N=C2/C=C\1,"2-amino-N-((2R)-l-methoxy-2-propanyl)-3,5- dimethy 1 -N-((5 - (trifluor ome thy 1)-2 - pyridinyl)methyl)-6-quinolinecarboxamide",446.5,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,188,nan
Example 772,CCOC1=CC=C(CN(C(=O)C2=CN=C3/N=C(N)\C(I)=C/C3=C2)[C@H](C)C2=NC=CC=N2)N=N1,"(R) -7-amino-N-((6-ethoxypy ridazin-3 - yl)methyl)-6-iodo-N-(l-(pyrimidin-2- y l)ethy 1)-1,8-naphthyridine-3 -carboxamide",557.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,189,nan
Example 773,C[C@H](C1=NC=CC=N1)N(CC1=CC=C(Cl)N=N1)C(=O)C1=C/C=C2/N=C(N)C(Br)=C/C2=C\1,(R)-2-amino-3-bromo-N-((6-chloropyridazin- 3-yl)methyl)-N-(l-(pyrimidin-2- yl)ethyl)quinoline-6-carboxamide,"498, 500",data/bronze/artifacts/2021_raw.xlsx,Example 300~840,190,nan
Example 774,COC1=NN=C(CN(C[C@H](OC)C(F)(F)F)C(=O)C2=C/C3=CC(C)=C(N)N=C3/C=C\2)C=C1,"2-amino-N-((6- methoxy-3- pyridaziny l)methy 1)-3 - methyl-N-((2S)-3,3,3- trifluoro-2- methoxypropyl)-6- quinolinecarboxamide",450.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,251,nan
Example 775,COC1=NN=C(CN(C(=O)C2=C/C3=CC(C)=C(N)N=C3/C=C\2)[C@@H](C2=NC=CC=N2)C2CC2)C=C1,2-amino-N-((R)- cyclopropyl(2- py rimidiny l)methy 1) -N - ((6-methoxy-3- pyridaziny l)methy 1)-3 - methyl-6- quinolinecarboxamide,456.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,252,nan
Example 776,N#CC[C@@H](C1CC1)N(CC1=CC=C(C#N)C=N1)C(=O)C1=C/C=C2/N=C(N)C(Br)=C/C2=C\1,(S)-2-amino-3-bromo- N-(2-cyano-l- cyclopropylethyl)-N- ((5 -cy anopyridin-2- yl)methyl)quinoline-6- carboxamide,475.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,253,nan
Example 777,C[C@H](C1=NC=CC=N1)N(CC1=N\C=C2\OCCC\C2=C\1)C(=O)C1=C/C=C2/N=C(N)C(Br)=C/C2=C\1,"(R) -2 -amino -3 -bromo - N-((3,4-dihydro-2H- pyrano[2,3-c]pyridin-6- yl)methyl)-N-(l- (pyrimidin-2- yl)ethyl)quinoline-6- carboxamide",519.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,254,nan
Example 778,N#CC[C@@H](C1CC1)N(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C=C2/N=C(N)C(Br)=C/C2=C\1,(S)-2-amino-3-bromo- N-(2-cyano-1- cyclopropylethyl)-N- ((5- (trifluoromethyl)pyridi n-2- yl)methyl)quinoline-6- carboxamide,518,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,255,nan
Example 779,nan,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,256,nan
Example 780,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3CC(F)(F)C[C@H]3O)=C/C=C\2N=C1N,"2-amino-N-((lR,2R)- 4,4-difluoro-2- hy droxycy clopenty 1)-3 - methyl-N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide",481.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,257,nan
Example 781,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3CCOC[C@H]3F)=C\C=C\2N=C1N,"2-amino-N-((3S,4R)-3- fluorotetrahydro-2H- pyran-4-y 1)-3 -methy 1- N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide",463.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,258,nan
Example 782,CO[C@@H]1CCOC[C@H]1N(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=CC=C2/N=C(N)\C(C)=C/C2=C1,"2-amino-N-((3R,4R)-4- methoxytetrahydro-2H- pyran-3 -y 1)-3 -methy 1- N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide",475.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,259,nan
Example 783,nan,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,260,nan
Example 784,CC1=CC2=C/C(C(=O)N(CC3=NC=CC=C3Cl)[C@H](C)C3=NC=CC=N3)=C(F)\C=C\2N=C1N,2-amino-N-((3 -chloro- 2-pyridinyl)methy 1)-7- fluoro -3 -methy 1-N - ((lR)-l-(2- pyrimidinyl)ethy 1)-6- quinolinecarboxamide,451.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,261,nan
Example 785,COC1=CC=C(CN(C(=O)C2=C\C=C3\N=C(N)C(C)=C\C3=C\2)[C@H](C)C2=NN(C)C=N2)N=N1,"(R) -2 -amino -N- ((6 - methoxy py ridazin-3 - yl)methyl)-3-methyl-N- (l-(l-methyl-lH-l,2,4- triazol-3- yl)ethyl)quinoline-6- carboxamide",433,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,262,nan
Example 786,COC1=CC=C(CN(C(=O)C2=C/C=C3/N=C(N)C(C)=C/C3=C\2)[C@H](C)C2=NC=CC=N2)C=N1,(R) -2 -amino -N- ((6 - methoxypy ridin-3 - yl)methyl)-3-methyl-N- (l-(pyrimidin-2- yl)ethyl)quinoline-6- carboxamide,429,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,263,nan
Example 787,C[C@H](C1=CSC=N1)N(CC1=CC=C(C(F)(F)F)N=N1)C(=O)C1=CC2=C(N=C1)N=C(N)C(Br)=C2,"(R)-7-amino-6-bromo- N-(l-(thiazol-4- yl)ethyl)-N-((6- (trifluoromethyl)pyrida zin-3-yl)memthyl)-l,8- naphthyridine-3- carboxamide",538/540,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,264,nan
