compound_id,iupac_name,smiles_raw,KRAS-SOS1 Interaction,KRAS-Activation by SOS high GTP,KRAS-Activation by SOS no GTP,EGFR kinase inhibition IC50,provenance_file,provenance_sheet,provenance_row
435,4-(4-{[1-(5-{2-[(dimethylamino)methyl]phenyl}thiophen-2-yl)ethyl]amino}-2-methylquinazolin-6-yl)-1-methylpiperazin-2-one,CN(C)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC=C(C=C12)N1CC(N(CC1)C)=O)C,8.44e-08,5.19e-08,6.86e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,436
436,"methyl2-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-thiophen-2-yl)phenyl]-2-methylpropanoate",COC(C(C)(C)C1=C(C=CC=C1)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,2.39e-06,1.47e-06,1.77e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,437
437,"N-[1-{5-[2-(aminomethyl)phenyl]-3-chlorothiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC=C1)C1=CC(=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)Cl,1.45e-07,9.53e-08,1.6e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,438
438,N-(4-{[1-(5-{2-[(dimethylamino)methyl]phenyl}thiophen-2-yl)ethyl]amino}-2-methylquinazolin-6-yl)methanesulfonamide,CN(C)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC=C(C=C12)NS(=O)(=O)C)C,9.02e-08,6.55e-08,1.16e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,439
439,"N-[1-(5-{2-[(dimethylamino)methyl]-4-methoxyphenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",CN(C)CC1=C(C=CC(=C1)OC)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2.77e-07,1.45e-07,2.29e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,440
440,"3-(4-{[1-(5-{2-[(dimethylamino)methyl]phenyl}thiophen-2-yl)ethyl]amino}-2-methylquinazolin-6-yl)-1,1-dimethylurea",CN(C)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC=C(C=C12)NC(N(C)C)=O)C,7.06e-07,5.76e-07,9.21e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,441
441,1-benzyl-4-(4-{[1-(5-bromothiophen-2-yl)ethyl]amino}-2-methylquinazolin-6-yl)piperazin-2-one,C(C1=CC=CC=C1)N1C(CN(CC1)C=1C=C2C(=NC(=NC2=CC1)C)NC(C)C=1SC(=CC1)Br)=O,1.61e-06,3.95e-06,1.51e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,442
442,"N-[1-(5-{2-[(dimethylamino)methyl]-4-methylphenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",CN(C)CC1=C(C=CC(=C1)C)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,4.53e-08,3.94e-08,4.51e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,443
443,"N-[1-(5-{4-cyclopropyl-2-[(dimethylamino)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C1(CC1)C1=CC(=C(C=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)CN(C)C,1.12e-07,6.05e-08,6.9e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,444
444,"6,7-dimethoxy-2-methyl-N-[1-(2-methyl-1,3-thiazol-4-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1N=C(SC1)C,0.1379,>2.00E-5,>2.00E-5,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,445
445,"6,7-dimethoxy-2-methyl-N-[1-(4-methyl-1,3-thiazol-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC=C(N1)C,0.1413,>2.00E-5,>2.00E-5,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,446
446,"3-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1-methyl-1H-pyrazole-5-carboxylicacid",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=NN(C(=C1)C(=O)O)C,0.2442,>2.00E-5,>2.00E-5,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,447
447,"tert-butyl[(5'-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-2,2'-bithiophen-5-yl)methyl]carbamate",C(C)(C)(C)OC(NCC1=CC=C(S1)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,0.1916,>2.00E-5,>2.00E-5,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,448
448,7-methoxy-2-methyl-6-[2-(methylsulfonyl)ethoxy]-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,COC1=C(C=C2C(=NC(=NC2=C1)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NNC1)OCCS(=O)(=O)C,0.2236,>2.00E-5,>2.00E-5,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,449
449,"tert-butyl[5-chloro-2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]carbamate",C(C)(C)(C)OC(NCC1=C(C=CC(=C1)Cl)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,0.5043,>2.00E-5,>2.00E-5,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,450
450,"tert-butyl[2-chloro-6-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]carbamate",C(C)(C)(C)OC(NCC1=C(C=CC=C1C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)Cl)=O,0.4584,>2.00E-5,>2.00E-5,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,451
451,7-bromo-N-[(1R)-1-(3-chlorophenyl)ethyl]-2-methylquinazolin-4-amine,BrC1=CC=C2C(=NC(=NC2=C1)C)N[C@H](C)C1=CC(=CC=C1)Cl,0.2988,>2.00E-5,>2.00E-5,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,452
452,N-[1-(5-bromothiophen-2-yl)ethyl]-2-methyl-6-nitroquinazolin-4-amine,BrC1=CC=C(S1)C(C)NC1=NC(=NC2=CC=C(C=C12)[N+](=O)[O-])C,0.2399,>2.00E-5,>2.00E-5,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,453
453,methyl4-{[(1R)-1-(3-chlorophenyl)ethyl]amino}-2-methylquinazoline-7-carboxylate,COC(=O)C1=CC=C2C(=NC(=NC2=C1)C)N[C@H](C)C1=CC(=CC=C1)Cl,0.276,>2.00E-5,>2.00E-5,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,454
454,"3-amino-3-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-3-thienyl)phenyl]propanoicacid",NC(CC(=O)O)C1=C(C=CC=C1)C1=CSC(=C1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,,,,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,455
455,"N-[1-{5-[2-(2-aminopropan-2-yl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NC(C)(C)C1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,3.97e-07,1.94e-06,7.89e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,456
456,"{[2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl](methyl)amino}acetonitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CN(C)CC#N)C=CC=C1,1.62e-07,2.92e-07,2.87e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,457
457,1-(4-{[1-(5-{2-[(dimethylamino)methyl]phenyl}thiophen-2-yl)ethyl]amino}-2-methylquinazolin-6-yl)-3-methylurea,CN(C)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC=C(C=C12)NC(=O)NC)C,2.95e-07,6.82e-07,6.38e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,458
458,1-benzyl-4-(4-{[1-(5-{2-[(dimethylamino)methyl]phenyl}thiophen-2-yl)ethyl]amino}-2-methylquinazolin-6-yl)piperazin-2-one,C(C1=CC=CC=C1)N1C(CN(CC1)C=1C=C2C(=NC(=NC2=CC1)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CN(C)C)=O,4.8e-08,4e-08,4.55e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,459
